--- TABLA: PERSONA ---
dni|nombre|apellido|edad|nacionalidad
POL-100223|VIDA|10001455L|ACTIVO|2023-01-23|2024-01-23|TRIMESTRAL
POL-100224|AUTO|10000098X|SUSPENSO|2024-08-24|2025-08-24|TRIMESTRAL
POL-100225|HOGAR|10001672E|ACTIVO|2024-05-30|2025-05-30|ANUAL
POL-100226|SALUD|10001616V|SUSPENSO|2024-08-18|2025-08-18|TRIMESTRAL
POL-100227|HOGAR|10000843N|ACTIVO|2023-05-03|2024-05-02|TRIMESTRAL
POL-100228|VIDA|10001675R|SUSPENSO|2024-01-30|2025-01-29|ANUAL
POL-100229|AUTO|10001571W|SUSPENSO|2023-10-26|2024-10-25|TRIMESTRAL
POL-100230|AUTO|10001482R|ACTIVO|2023-02-17|2024-02-17|MENSUAL
POL-100231|VIDA|10001198M|ACTIVO|2023-04-15|2024-04-14|MENSUAL
POL-100232|HOGAR|10000188S|ACTIVO|2023-12-11|2024-12-10|ANUAL
POL-100233|SALUD|10001049V|ANULADO|2023-08-10|2024-08-09|ANUAL
POL-100234|AUTO|10000521V|ANULADO|2024-11-02|2025-11-02|MENSUAL
POL-100235|HOGAR|10001352J|ACTIVO|2024-02-19|2025-02-18|ANUAL
POL-100236|AUTO|10000339F|SUSPENSO|2023-05-31|2024-05-30|ANUAL
POL-100237|SALUD|10000966L|ACTIVO|2023-05-18|2024-05-17|ANUAL
POL-100238|VIDA|10000177A|SUSPENSO|2023-07-11|2024-07-10|ANUAL
POL-100239|HOGAR|10000438V|ANULADO|2024-07-05|2025-07-05|TRIMESTRAL
POL-100240|AUTO|10001019Q|SUSPENSO|2024-05-08|2025-05-08|MENSUAL
POL-100241|HOGAR|10001191V|SUSPENSO|2024-09-09|2025-09-09|MENSUAL
POL-100242|AUTO|10001171G|SUSPENSO|2024-08-17|2025-08-17|MENSUAL
POL-100243|SALUD|10001887D|SUSPENSO|2023-10-09|2024-10-08|ANUAL
POL-100244|SALUD|10001198M|ANULADO|2024-08-27|2025-08-27|MENSUAL
POL-100245|HOGAR|10000116Z|ANULADO|2024-05-05|2025-05-05|ANUAL
POL-100246|SALUD|10000237S|ANULADO|2024-08-02|2025-08-02|ANUAL
POL-100247|SALUD|10001912F|ANULADO|2023-04-13|2024-04-12|ANUAL
POL-100248|AUTO|10001898V|SUSPENSO|2023-03-29|2024-03-28|MENSUAL
POL-100249|SALUD|10000398P|ACTIVO|2024-01-31|2025-01-30|TRIMESTRAL
POL-100250|VIDA|10001120F|ACTIVO|2023-01-09|2024-01-09|ANUAL
POL-100251|VIDA|10001432S|SUSPENSO|2023-06-20|2024-06-19|TRIMESTRAL
POL-100252|HOGAR|10000955Q|ACTIVO|2023-02-14|2024-02-14|MENSUAL
POL-100253|VIDA|10001804X|SUSPENSO|2023-02-07|2024-02-07|ANUAL
POL-100254|AUTO|10001232W|ANULADO|2023-11-05|2024-11-04|TRIMESTRAL
POL-100255|HOGAR|10001118Q|SUSPENSO|2023-12-31|2024-12-30|TRIMESTRAL
POL-100256|AUTO|10001527V|ACTIVO|2023-02-11|2024-02-11|ANUAL
POL-100257|SALUD|10001413G|SUSPENSO|2024-04-26|2025-04-26|MENSUAL
POL-100258|HOGAR|10001921B|ANULADO|2023-02-08|2024-02-08|MENSUAL
POL-100259|AUTO|10001707A|ACTIVO|2023-01-31|2024-01-31|MENSUAL
POL-100260|HOGAR|10001437X|ACTIVO|2023-03-17|2024-03-16|TRIMESTRAL
POL-100261|VIDA|10001220H|SUSPENSO|2023-12-30|2024-12-29|MENSUAL
POL-100262|SALUD|10000000W|ACTIVO|2024-08-31|2025-08-31|TRIMESTRAL
POL-100263|AUTO|10001945Q|ANULADO|2023-09-10|2024-09-09|MENSUAL
POL-100264|VIDA|10001839M|SUSPENSO|2023-04-29|2024-04-28|MENSUAL
POL-100265|AUTO|10001613X|SUSPENSO|2023-11-19|2024-11-18|TRIMESTRAL
POL-100266|AUTO|10001167V|ACTIVO|2023-12-21|2024-12-20|ANUAL
POL-100267|VIDA|10001058H|SUSPENSO|2023-01-01|2024-01-01|ANUAL
POL-100268|AUTO|10000898R|ANULADO|2023-12-09|2024-12-08|ANUAL
POL-100269|HOGAR|10000253Q|SUSPENSO|2024-06-04|2025-06-04|ANUAL
POL-100270|SALUD|10001071E|SUSPENSO|2023-05-30|2024-05-29|TRIMESTRAL
POL-100271|SALUD|10001925X|SUSPENSO|2023-09-22|2024-09-21|MENSUAL
POL-100272|SALUD|10000787Y|ACTIVO|2024-03-08|2025-03-08|TRIMESTRAL
POL-100273|SALUD|10000802L|ANULADO|2023-05-27|2024-05-26|MENSUAL
POL-100274|SALUD|10000435N|ACTIVO|2024-10-24|2025-10-24|ANUAL
POL-100275|VIDA|10001872Z|ACTIVO|2023-05-30|2024-05-29|ANUAL
POL-100276|VIDA|10000730Q|SUSPENSO|2023-03-10|2024-03-09|ANUAL
POL-100277|VIDA|10000308N|SUSPENSO|2024-02-05|2025-02-04|ANUAL
POL-100278|HOGAR|10000503W|ANULADO|2024-11-29|2025-11-29|MENSUAL
POL-100279|AUTO|10001052C|ANULADO|2023-12-07|2024-12-06|MENSUAL
POL-100280|AUTO|10000980T|ANULADO|2024-02-05|2025-02-04|ANUAL
POL-100281|SALUD|10001274D|ACTIVO|2024-10-12|2025-10-12|TRIMESTRAL
POL-100282|VIDA|10000750B|ACTIVO|2023-12-20|2024-12-19|TRIMESTRAL
POL-100283|VIDA|10001335Z|SUSPENSO|2023-09-08|2024-09-07|TRIMESTRAL
POL-100284|AUTO|10000590X|ANULADO|2024-05-08|2025-05-08|MENSUAL
POL-100285|AUTO|10000313Y|SUSPENSO|2024-01-13|2025-01-12|ANUAL
POL-100286|SALUD|10000837W|SUSPENSO|2024-05-27|2025-05-27|MENSUAL
POL-100287|AUTO|10000339F|ANULADO|2023-09-17|2024-09-16|TRIMESTRAL
POL-100288|VIDA|10000802L|SUSPENSO|2024-02-11|2025-02-10|MENSUAL
POL-100289|VIDA|10000109N|ANULADO|2023-02-22|2024-02-22|ANUAL
POL-100290|AUTO|10000971L|SUSPENSO|2023-09-17|2024-09-16|MENSUAL
POL-100291|SALUD|10000999X|ANULADO|2023-12-05|2024-12-04|MENSUAL
POL-100292|VIDA|10000111Y|SUSPENSO|2023-03-01|2024-02-29|TRIMESTRAL
POL-100293|SALUD|10001926T|ACTIVO|2024-01-11|2025-01-10|MENSUAL
POL-100294|HOGAR|10000664Z|SUSPENSO|2023-04-26|2024-04-25|MENSUAL
POL-100295|AUTO|10000227B|ANULADO|2024-07-04|2025-07-04|MENSUAL
POL-100296|HOGAR|10000411T|ANULADO|2024-05-07|2025-05-07|TRIMESTRAL
POL-100297|SALUD|10001663T|SUSPENSO|2024-06-04|2025-06-04|TRIMESTRAL
POL-100298|SALUD|10001482R|ANULADO|2024-03-08|2025-03-08|MENSUAL
POL-100299|AUTO|10000204D|ANULADO|2023-02-22|2024-02-22|TRIMESTRAL
POL-100300|HOGAR|10000926M|SUSPENSO|2023-12-30|2024-12-29|ANUAL
POL-100301|VIDA|10001688B|ACTIVO|2023-05-05|2024-05-04|MENSUAL
POL-100302|SALUD|10000374B|ANULADO|2023-11-30|2024-11-29|TRIMESTRAL
POL-100303|HOGAR|10001289G|ACTIVO|2023-11-22|2024-11-21|MENSUAL
POL-100304|VIDA|10000541R|SUSPENSO|2024-01-19|2025-01-18|MENSUAL
POL-100305|HOGAR|10001072P|ANULADO|2023-05-27|2024-05-26|TRIMESTRAL
POL-100306|SALUD|10001390N|ANULADO|2024-04-11|2025-04-11|TRIMESTRAL
POL-100307|VIDA|10001156D|SUSPENSO|2023-03-29|2024-03-28|MENSUAL
POL-100308|SALUD|10000193D|ACTIVO|2024-06-26|2025-06-26|TRIMESTRAL
POL-100309|HOGAR|10000102G|ANULADO|2023-04-04|2024-04-03|TRIMESTRAL
POL-100310|VIDA|10000639C|ACTIVO|2023-04-06|2024-04-05|TRIMESTRAL
POL-100311|HOGAR|10001383W|ACTIVO|2023-06-25|2024-06-24|MENSUAL
POL-100312|AUTO|10000754C|ACTIVO|2024-08-25|2025-08-25|TRIMESTRAL
POL-100313|SALUD|10000017E|ANULADO|2023-02-22|2024-02-22|ANUAL
POL-100314|HOGAR|10000197G|ANULADO|2024-10-06|2025-10-06|TRIMESTRAL
POL-100315|AUTO|10001915W|ANULADO|2024-01-14|2025-01-13|TRIMESTRAL
POL-100316|VIDA|10000442K|ACTIVO|2023-01-30|2024-01-30|TRIMESTRAL
POL-100317|VIDA|10001108H|ACTIVO|2023-12-15|2024-12-14|ANUAL
POL-100318|AUTO|10000104T|SUSPENSO|2023-07-03|2024-07-02|ANUAL
POL-100319|HOGAR|10001963X|ACTIVO|2023-05-01|2024-04-30|MENSUAL
POL-100320|HOGAR|10000980T|SUSPENSO|2024-11-25|2025-11-25|MENSUAL
POL-100321|SALUD|10000233V|SUSPENSO|2023-03-18|2024-03-17|ANUAL
POL-100322|SALUD|10001666C|ANULADO|2024-06-09|2025-06-09|ANUAL
POL-100323|HOGAR|10000717C|ANULADO|2024-05-06|2025-05-06|TRIMESTRAL
POL-100324|SALUD|10000439C|ACTIVO|2024-02-18|2025-02-17|ANUAL
POL-100325|SALUD|10001467Q|SUSPENSO|2023-12-14|2024-12-13|MENSUAL
POL-100326|SALUD|10000239H|ACTIVO|2023-10-20|2024-10-19|MENSUAL
POL-100327|VIDA|10001002Y|ACTIVO|2023-02-28|2024-02-28|ANUAL
POL-100328|AUTO|10001340T|SUSPENSO|2023-10-05|2024-10-04|TRIMESTRAL
POL-100329|SALUD|10000697Z|ACTIVO|2024-11-21|2025-11-21|ANUAL
POL-100330|VIDA|10001931Q|SUSPENSO|2024-11-20|2025-11-20|MENSUAL
POL-100331|VIDA|10001558A|SUSPENSO|2023-03-10|2024-03-09|ANUAL
POL-100332|HOGAR|10001119Y|SUSPENSO|2023-05-29|2024-05-28|TRIMESTRAL
POL-100333|SALUD|10001395G|SUSPENSO|2024-09-08|2025-09-08|ANUAL
POL-100334|AUTO|10001135V|ACTIVO|2024-01-08|2025-01-07|ANUAL
POL-100335|AUTO|10000986N|SUSPENSO|2023-12-18|2024-12-17|MENSUAL
POL-100336|AUTO|10000628N|SUSPENSO|2023-11-19|2024-11-18|TRIMESTRAL
POL-100337|SALUD|10000572E|ANULADO|2023-12-08|2024-12-07|TRIMESTRAL
POL-100338|VIDA|10001704T|ACTIVO|2024-11-19|2025-11-19|TRIMESTRAL
POL-100339|VIDA|10001085R|ANULADO|2024-09-25|2025-09-25|MENSUAL
POL-100340|VIDA|10001947L|SUSPENSO|2023-10-01|2024-09-30|ANUAL
POL-100341|HOGAR|10000586Z|SUSPENSO|2023-01-15|2024-01-15|ANUAL
POL-100342|SALUD|10001859M|ANULADO|2023-03-28|2024-03-27|ANUAL
POL-100343|AUTO|10000235A|ACTIVO|2024-09-30|2025-09-30|ANUAL
POL-100344|VIDA|10001564R|ANULADO|2024-02-01|2025-01-31|ANUAL
POL-100345|VIDA|10001799E|ANULADO|2024-03-06|2025-03-06|MENSUAL
POL-100346|SALUD|10000855C|ANULADO|2023-03-02|2024-03-01|TRIMESTRAL
POL-100347|SALUD|10000433T|SUSPENSO|2023-09-03|2024-09-02|MENSUAL
POL-100348|VIDA|10000238R|ANULADO|2024-07-15|2025-07-15|TRIMESTRAL
POL-100349|HOGAR|10001387H|ACTIVO|2024-06-06|2025-06-06|ANUAL
POL-100350|VIDA|10000796V|SUSPENSO|2023-04-30|2024-04-29|MENSUAL
POL-100351|VIDA|10000084X|ACTIVO|2023-02-14|2024-02-14|TRIMESTRAL
POL-100352|VIDA|10000179S|ACTIVO|2024-02-28|2025-02-27|TRIMESTRAL
POL-100353|SALUD|10001306F|ANULADO|2024-01-19|2025-01-18|MENSUAL
POL-100354|HOGAR|10001592L|ACTIVO|2023-02-07|2024-02-07|MENSUAL
POL-100355|HOGAR|10000286J|SUSPENSO|2024-11-22|2025-11-22|TRIMESTRAL
POL-100356|SALUD|10000717C|ANULADO|2024-07-01|2025-07-01|ANUAL
POL-100357|SALUD|10000149Y|ANULADO|2023-12-02|2024-12-01|MENSUAL
POL-100358|HOGAR|10000613T|SUSPENSO|2023-08-05|2024-08-04|TRIMESTRAL
POL-100359|HOGAR|10001146Y|ACTIVO|2023-09-26|2024-09-25|ANUAL
POL-100360|SALUD|10000305Q|SUSPENSO|2023-07-09|2024-07-08|TRIMESTRAL
POL-100361|SALUD|10000260H|ACTIVO|2024-08-17|2025-08-17|TRIMESTRAL
POL-100362|AUTO|10001577R|ACTIVO|2023-03-13|2024-03-12|MENSUAL
POL-100363|SALUD|10000182X|ACTIVO|2024-07-24|2025-07-24|ANUAL
POL-100364|AUTO|10000001K|SUSPENSO|2024-01-14|2025-01-13|MENSUAL
POL-100365|HOGAR|10001568Y|ACTIVO|2024-03-22|2025-03-22|ANUAL
POL-100366|SALUD|10001038K|SUSPENSO|2024-06-10|2025-06-10|MENSUAL
POL-100367|VIDA|10000533G|ACTIVO|2024-01-07|2025-01-06|ANUAL
POL-100368|HOGAR|10001916Y|ACTIVO|2023-05-05|2024-05-04|ANUAL
POL-100369|VIDA|10000234C|SUSPENSO|2024-02-22|2025-02-21|TRIMESTRAL
POL-100370|AUTO|10001952J|SUSPENSO|2024-11-05|2025-11-05|TRIMESTRAL
POL-100371|SALUD|10000093H|ACTIVO|2023-05-14|2024-05-13|MENSUAL
POL-100372|HOGAR|10000129P|ANULADO|2023-09-18|2024-09-17|MENSUAL
POL-100373|SALUD|10001916Y|ANULADO|2024-05-02|2025-05-02|MENSUAL
POL-100374|SALUD|10000132X|SUSPENSO|2024-11-03|2025-11-03|TRIMESTRAL
POL-100375|SALUD|10001779S|SUSPENSO|2023-02-17|2024-02-17|TRIMESTRAL
POL-100376|SALUD|10000846B|ACTIVO|2024-04-29|2025-04-29|ANUAL
POL-100377|AUTO|10001442P|ACTIVO|2024-03-02|2025-03-02|TRIMESTRAL
POL-100378|VIDA|10001514E|ANULADO|2024-06-16|2025-06-16|MENSUAL
POL-100379|VIDA|10000659M|ANULADO|2024-04-06|2025-04-06|TRIMESTRAL
POL-100380|SALUD|10001020S|ANULADO|2024-04-13|2025-04-13|ANUAL
POL-100381|HOGAR|10000531G|SUSPENSO|2023-04-05|2024-04-04|ANUAL
POL-100382|VIDA|10001931Q|ANULADO|2024-07-17|2025-07-17|ANUAL
POL-100383|AUTO|10000412B|ACTIVO|2023-05-16|2024-05-15|TRIMESTRAL
POL-100384|SALUD|10000757T|SUSPENSO|2023-01-30|2024-01-30|ANUAL
POL-100385|AUTO|10001784K|ANULADO|2023-01-02|2024-01-02|ANUAL
POL-100386|SALUD|10001024L|ACTIVO|2023-12-11|2024-12-10|ANUAL
POL-100387|HOGAR|10001462G|ANULADO|2023-12-15|2024-12-14|TRIMESTRAL
POL-100388|HOGAR|10001961Y|ANULADO|2024-11-26|2025-11-26|ANUAL
POL-100389|SALUD|10000634W|SUSPENSO|2024-07-31|2025-07-31|ANUAL
POL-100390|VIDA|10001103N|ACTIVO|2024-09-02|2025-09-02|TRIMESTRAL
POL-100391|HOGAR|10001098R|ACTIVO|2023-05-09|2024-05-08|MENSUAL
POL-100392|SALUD|10001784K|ANULADO|2024-01-25|2025-01-24|ANUAL
POL-100393|AUTO|10000702P|ACTIVO|2023-12-30|2024-12-29|MENSUAL
POL-100394|AUTO|10000854B|SUSPENSO|2024-08-06|2025-08-06|ANUAL
POL-100395|AUTO|10001544S|SUSPENSO|2024-08-29|2025-08-29|MENSUAL
POL-100396|HOGAR|10000821Y|ANULADO|2024-07-13|2025-07-13|ANUAL
POL-100397|SALUD|10000725P|ANULADO|2024-03-04|2025-03-04|MENSUAL
POL-100398|AUTO|10000758J|ANULADO|2024-01-26|2025-01-25|TRIMESTRAL
POL-100399|HOGAR|10000563D|ACTIVO|2023-06-17|2024-06-16|TRIMESTRAL
POL-100400|VIDA|10000378N|ANULADO|2024-03-02|2025-03-02|TRIMESTRAL
POL-100401|VIDA|10001304H|ACTIVO|2023-02-19|2024-02-19|ANUAL
POL-100402|VIDA|10001191V|ACTIVO|2024-09-13|2025-09-13|MENSUAL
POL-100403|AUTO|10000143L|ACTIVO|2023-03-25|2024-03-24|MENSUAL
POL-100404|AUTO|10001486W|ANULADO|2023-03-27|2024-03-26|MENSUAL
POL-100405|SALUD|10000514R|SUSPENSO|2023-03-16|2024-03-15|ANUAL
POL-100406|HOGAR|10001701P|ACTIVO|2024-01-29|2025-01-28|MENSUAL
POL-100407|SALUD|10000843N|ACTIVO|2024-02-27|2025-02-26|TRIMESTRAL
POL-100408|HOGAR|10001466R|SUSPENSO|2023-03-20|2024-03-19|MENSUAL
POL-100409|SALUD|10001738D|ACTIVO|2023-04-26|2024-04-25|TRIMESTRAL
POL-100410|AUTO|10001672E|SUSPENSO|2024-09-22|2025-09-22|ANUAL
POL-100411|AUTO|10000887Z|SUSPENSO|2023-01-29|2024-01-29|MENSUAL
POL-100412|HOGAR|10001551V|SUSPENSO|2024-08-07|2025-08-07|MENSUAL
POL-100413|HOGAR|10001422D|ACTIVO|2023-06-01|2024-05-31|TRIMESTRAL
POL-100414|VIDA|10000870D|SUSPENSO|2023-09-19|2024-09-18|TRIMESTRAL
POL-100415|SALUD|10000459E|SUSPENSO|2023-08-17|2024-08-16|MENSUAL
POL-100416|VIDA|10000876B|ACTIVO|2023-10-07|2024-10-06|ANUAL
POL-100417|HOGAR|10000316E|ANULADO|2023-11-30|2024-11-29|MENSUAL
POL-100418|HOGAR|10000933V|ANULADO|2024-09-29|2025-09-29|ANUAL
POL-100419|AUTO|10000636V|ANULADO|2023-05-17|2024-05-16|TRIMESTRAL
POL-100420|AUTO|10001313X|SUSPENSO|2023-01-27|2024-01-27|ANUAL
POL-100421|SALUD|10001800A|ACTIVO|2024-07-28|2025-07-28|MENSUAL
POL-100422|SALUD|10000753T|ANULADO|2023-11-06|2024-11-05|MENSUAL
POL-100423|AUTO|10000935D|ANULADO|2023-05-12|2024-05-11|TRIMESTRAL
POL-100424|VIDA|10000299E|SUSPENSO|2024-04-18|2025-04-18|MENSUAL
POL-100425|SALUD|10001136A|ANULADO|2023-09-15|2024-09-14|ANUAL
POL-100426|SALUD|10001440M|SUSPENSO|2023-10-10|2024-10-09|TRIMESTRAL
POL-100427|VIDA|10000557X|SUSPENSO|2024-03-12|2025-03-12|ANUAL
POL-100428|HOGAR|10000860J|ANULADO|2023-07-03|2024-07-02|TRIMESTRAL
POL-100429|VIDA|10001727Y|ANULADO|2024-08-18|2025-08-18|ANUAL
POL-100430|AUTO|10000306K|ACTIVO|2024-08-01|2025-08-01|TRIMESTRAL
POL-100431|AUTO|10001897P|ANULADO|2024-02-19|2025-02-18|ANUAL
POL-100432|SALUD|10000659M|ANULADO|2024-11-03|2025-11-03|MENSUAL
POL-100433|HOGAR|10000602Z|ACTIVO|2024-07-08|2025-07-08|TRIMESTRAL
POL-100434|HOGAR|10000714W|SUSPENSO|2023-02-13|2024-02-13|TRIMESTRAL
POL-100435|VIDA|10001016X|SUSPENSO|2023-10-29|2024-10-28|MENSUAL
POL-100436|HOGAR|10001144T|ACTIVO|2023-04-26|2024-04-25|MENSUAL
POL-100437|VIDA|10000312P|ACTIVO|2024-11-26|2025-11-26|ANUAL
POL-100438|SALUD|10000815V|ANULADO|2023-08-02|2024-08-01|MENSUAL
POL-100439|HOGAR|10001294D|ANULADO|2024-03-01|2025-03-01|ANUAL
POL-100440|SALUD|10000752M|ACTIVO|2024-06-29|2025-06-29|ANUAL
POL-100441|AUTO|10001173G|ACTIVO|2024-05-28|2025-05-28|ANUAL
POL-100442|AUTO|10000030Y|ACTIVO|2023-12-15|2024-12-14|ANUAL
POL-100443|SALUD|10000952H|SUSPENSO|2024-03-22|2025-03-22|MENSUAL
POL-100444|VIDA|10000864D|ACTIVO|2023-12-07|2024-12-06|MENSUAL
POL-100445|SALUD|10001302Z|ACTIVO|2023-07-24|2024-07-23|ANUAL
POL-100446|HOGAR|10000135G|ACTIVO|2023-02-12|2024-02-12|ANUAL
POL-100447|VIDA|10001931Q|SUSPENSO|2023-05-30|2024-05-29|TRIMESTRAL
POL-100448|SALUD|10000763K|SUSPENSO|2024-09-17|2025-09-17|ANUAL
POL-100449|SALUD|10001333S|ANULADO|2023-11-16|2024-11-15|MENSUAL
POL-100450|HOGAR|10001407R|ANULADO|2024-09-29|2025-09-29|MENSUAL
POL-100451|HOGAR|10001875C|ANULADO|2024-09-03|2025-09-03|ANUAL
POL-100452|SALUD|10000860J|ACTIVO|2023-06-26|2024-06-25|ANUAL
POL-100453|HOGAR|10000207J|ACTIVO|2024-03-23|2025-03-23|ANUAL
POL-100454|VIDA|10001650G|SUSPENSO|2023-08-24|2024-08-23|TRIMESTRAL
POL-100455|AUTO|10001472F|ANULADO|2023-07-12|2024-07-11|ANUAL
POL-100456|AUTO|10000342Q|ACTIVO|2024-09-23|2025-09-23|TRIMESTRAL
POL-100457|HOGAR|10001570S|ACTIVO|2023-06-07|2024-06-06|ANUAL
POL-100458|SALUD|10000137F|SUSPENSO|2023-07-20|2024-07-19|ANUAL
POL-100459|AUTO|10000805X|ACTIVO|2023-10-20|2024-10-19|MENSUAL
POL-100460|HOGAR|10000601G|SUSPENSO|2023-09-12|2024-09-11|MENSUAL
POL-100461|AUTO|10000872P|ACTIVO|2024-09-17|2025-09-17|MENSUAL
POL-100462|HOGAR|10000113T|SUSPENSO|2024-07-21|2025-07-21|TRIMESTRAL
POL-100463|SALUD|10000606H|SUSPENSO|2024-05-30|2025-05-30|ANUAL
POL-100464|VIDA|10001024L|ACTIVO|2024-02-10|2025-02-09|ANUAL
POL-100465|HOGAR|10000280H|SUSPENSO|2023-03-02|2024-03-01|ANUAL
POL-100466|AUTO|10000812C|SUSPENSO|2023-02-22|2024-02-22|ANUAL
POL-100467|VIDA|10000511D|SUSPENSO|2024-05-31|2025-05-31|MENSUAL
POL-100468|VIDA|10001621B|ANULADO|2024-06-09|2025-06-09|MENSUAL
POL-100469|VIDA|10000639C|ANULADO|2023-08-21|2024-08-20|ANUAL
POL-100470|VIDA|10000614Q|ACTIVO|2024-05-26|2025-05-26|TRIMESTRAL
POL-100471|VIDA|10000252K|ANULADO|2024-11-29|2025-11-29|TRIMESTRAL
POL-100472|SALUD|10000095K|SUSPENSO|2023-03-25|2024-03-24|MENSUAL
POL-100473|SALUD|10001743A|SUSPENSO|2023-06-28|2024-06-27|MENSUAL
POL-100474|SALUD|10000935D|SUSPENSO|2023-04-22|2024-04-21|MENSUAL
POL-100475|AUTO|10001057A|ACTIVO|2023-12-24|2024-12-23|TRIMESTRAL
POL-100476|VIDA|10001606Q|SUSPENSO|2023-03-30|2024-03-29|ANUAL
POL-100477|VIDA|10000593R|SUSPENSO|2024-06-06|2025-06-06|MENSUAL
POL-100478|SALUD|10000178F|SUSPENSO|2024-01-08|2025-01-07|TRIMESTRAL
POL-100479|SALUD|10001238W|ANULADO|2024-04-14|2025-04-14|MENSUAL
POL-100480|SALUD|10001925X|ANULADO|2024-03-31|2025-03-31|ANUAL
POL-100481|SALUD|10001259H|ANULADO|2023-08-08|2024-08-07|ANUAL
POL-100482|AUTO|10001980L|ANULADO|2023-03-17|2024-03-16|MENSUAL
POL-100483|AUTO|10000865T|ANULADO|2023-01-01|2024-01-01|MENSUAL
POL-100484|SALUD|10000953B|SUSPENSO|2023-10-27|2024-10-26|TRIMESTRAL
POL-100485|HOGAR|10001449V|ANULADO|2024-02-14|2025-02-13|MENSUAL
POL-100486|VIDA|10001206B|ACTIVO|2023-02-18|2024-02-18|MENSUAL
POL-100487|HOGAR|10001701P|ACTIVO|2023-09-04|2024-09-03|MENSUAL
POL-100488|SALUD|10000811Z|ANULADO|2023-09-11|2024-09-10|MENSUAL
POL-100489|HOGAR|10001930P|ACTIVO|2024-07-25|2025-07-25|MENSUAL
POL-100490|SALUD|10000396M|ANULADO|2024-05-12|2025-05-12|ANUAL
POL-100491|AUTO|10000472W|ANULADO|2023-06-06|2024-06-05|TRIMESTRAL
POL-100492|SALUD|10001645D|ACTIVO|2023-05-22|2024-05-21|ANUAL
POL-100493|SALUD|10001671A|ACTIVO|2024-04-07|2025-04-07|TRIMESTRAL
POL-100494|SALUD|10000315S|SUSPENSO|2024-03-08|2025-03-08|MENSUAL
POL-100495|HOGAR|10000004R|ACTIVO|2024-05-13|2025-05-13|MENSUAL
POL-100496|AUTO|10001124T|ANULADO|2023-07-17|2024-07-16|ANUAL
POL-100497|HOGAR|10001177D|SUSPENSO|2024-04-11|2025-04-11|ANUAL
POL-100498|HOGAR|10000299E|ANULADO|2023-06-03|2024-06-02|ANUAL
POL-100499|VIDA|10001512L|SUSPENSO|2024-04-01|2025-04-01|TRIMESTRAL
POL-100500|SALUD|10001886M|SUSPENSO|2024-08-02|2025-08-02|MENSUAL
POL-100501|AUTO|10000468G|SUSPENSO|2023-03-31|2024-03-30|MENSUAL
POL-100502|VIDA|10001862C|ACTIVO|2023-07-29|2024-07-28|TRIMESTRAL
POL-100503|HOGAR|10000849P|SUSPENSO|2023-08-19|2024-08-18|ANUAL
POL-100504|HOGAR|10001324X|SUSPENSO|2023-08-18|2024-08-17|ANUAL
POL-100505|SALUD|10001082B|ANULADO|2024-10-19|2025-10-19|ANUAL
POL-100506|HOGAR|10000153B|ACTIVO|2024-02-09|2025-02-08|MENSUAL
POL-100507|VIDA|10000608P|ACTIVO|2023-03-05|2024-03-04|TRIMESTRAL
POL-100508|SALUD|10001601C|SUSPENSO|2023-01-28|2024-01-28|MENSUAL
POL-100509|VIDA|10001993G|SUSPENSO|2023-08-12|2024-08-11|TRIMESTRAL
POL-100510|VIDA|10001590X|SUSPENSO|2023-06-08|2024-06-07|TRIMESTRAL
POL-100511|SALUD|10000428G|ANULADO|2024-10-04|2025-10-04|ANUAL
POL-100512|AUTO|10000610B|ANULADO|2024-07-22|2025-07-22|TRIMESTRAL
POL-100513|SALUD|10000510H|SUSPENSO|2023-01-27|2024-01-27|MENSUAL
POL-100514|AUTO|10001001N|ANULADO|2023-01-06|2024-01-06|TRIMESTRAL
POL-100515|VIDA|10001895V|ACTIVO|2024-04-24|2025-04-24|ANUAL
POL-100516|HOGAR|10001857N|ANULADO|2023-01-27|2024-01-27|TRIMESTRAL
POL-100517|SALUD|10001081C|ACTIVO|2023-07-22|2024-07-21|TRIMESTRAL
POL-100518|HOGAR|10000360N|ACTIVO|2023-05-16|2024-05-15|ANUAL
POL-100519|VIDA|10000953B|SUSPENSO|2024-11-29|2025-11-29|ANUAL
POL-100520|VIDA|10001265V|SUSPENSO|2023-06-26|2024-06-25|ANUAL
POL-100521|VIDA|10001909M|ACTIVO|2024-06-03|2025-06-03|TRIMESTRAL
POL-100522|VIDA|10000333Y|SUSPENSO|2023-12-15|2024-12-14|TRIMESTRAL
POL-100523|SALUD|10000566J|ACTIVO|2023-11-06|2024-11-05|TRIMESTRAL
POL-100524|HOGAR|10000066M|SUSPENSO|2024-02-11|2025-02-10|ANUAL
POL-100525|HOGAR|10000102G|SUSPENSO|2024-11-06|2025-11-06|ANUAL
POL-100526|HOGAR|10000619G|ANULADO|2024-07-12|2025-07-12|TRIMESTRAL
POL-100527|AUTO|10000306K|SUSPENSO|2024-05-15|2025-05-15|TRIMESTRAL
POL-100528|AUTO|10000463E|ACTIVO|2024-08-20|2025-08-20|ANUAL
POL-100529|AUTO|10001114R|ACTIVO|2023-11-14|2024-11-13|MENSUAL
POL-100530|VIDA|10000035M|ANULADO|2023-12-16|2024-12-15|MENSUAL
POL-100531|SALUD|10001122F|ACTIVO|2023-01-10|2024-01-10|MENSUAL
POL-100532|AUTO|10000481V|SUSPENSO|2023-06-08|2024-06-07|TRIMESTRAL
